a_avg,a_std,a_median,b_avg,b_std,b_median,label
0.00031800000000000003,0.008141757616474907,0.0007,37.806,2.736091185409282,37.9,0
5.649999999999999e-05,0.005980139470819411,0.0,44.868500000000004,2.810292953129987,44.8,0
0.000211,0.003916410391130991,0.0007,52.166000000000004,2.819056472826488,52.150000000000006,0
4.849999999999995e-05,0.001959283468144085,0.0,59.3595,2.685211641153997,59.4,0
9.15e-05,0.0020961744887859827,0.0,65.01,1.5081353923998486,65.45,0
7.400000000000001e-05,0.002005976998520414,0.0,66.9535,0.2184636855624922,67.0,0
0.00010949999999999999,0.0019864009397569608,0.0,66.8975,0.12777079824600665,66.9,0
0.000224,0.0021064924763131284,0.0007,66.82999999999998,0.05581736189974951,66.8,0
-5.500000000000014e-06,0.002014699685839207,0.0,66.7575,0.0495583509688679,66.8,0
4.250000000000001e-05,0.0017871522924985763,0.0,66.79249999999998,0.026405230180864527,66.8,0
0.0001575,0.0019602696332841263,0.0,66.7625,0.04853377832181094,66.8,0
0.00017,0.00188135522627631,0.0007,66.77749999999997,0.04186302142480752,66.8,0
3.400000000000001e-05,0.002961536339037085,0.0,66.7725,0.04476347667709557,66.8,0
-0.0002719999999999999,0.004968414405878672,0.0,66.78999999999999,0.09510639374223827,66.8,0
-0.00035000000000000005,0.006495897429692487,-0.0008,65.29450000000001,1.3245724634972886,65.65,0
-0.00010750000000000001,0.00932488935901059,0.0,59.825500000000005,2.8568000072471005,60.05,0
0.0003605,0.015046213224996526,-0.0008,51.349000000000004,3.6090615993829624,51.45,0
1.6999999999999915e-05,0.01138128195303466,0.0,41.489,3.9835312987398748,41.5,0
-8.549999999999988e-05,0.01769866246401336,-0.0008,31.770500000000002,3.393857849929434,31.6,0
-0.00029700000000000006,0.016694249935367642,-0.0023,23.781999999999996,2.762104652353484,23.65,0
0.0004624999999999999,0.022081116873061676,-0.0015,17.279,2.256728409795449,17.1,0
-7.299999999999973e-05,0.025998824306622665,-0.0008,12.105,1.7910932626127765,12.05,0
0.00023450000000000025,0.034710455751001186,-5.000000000000002e-05,7.8,1.5309536555615866,7.75,0
-0.0008894999999999993,0.03858821310586326,0.0007,4.1605,1.2487942928799967,4.0,0
-0.000788,0.04356107773537446,-0.00075,1.8695000000000002,0.5348364235913639,1.7,0
0.0010825,0.05709260698735929,0.00445,1.0759999999999998,0.21319300242129696,1.1,0
0.0008305000000000004,0.05146239120261957,-0.0015,0.5585,0.1642028100066206,0.55,0
0.0005850000000000006,0.05217433835627024,-0.0098,0.36,0.04911273054420352,0.4,0
0.00022650000000000003,0.04721820030401148,-0.003,0.613,0.21764153830548966,0.6,0
8.500000000000174e-06,0.032124620370046354,-0.0038,1.735,0.6814667893042353,1.6,0
0.00047950000000000005,0.029383000755829638,-0.0019,3.8435,0.940948815487237,3.7,0
0.0010395000000000005,0.026775149540470784,-0.0015,6.5760000000000005,1.2052331453595886,6.5,0
0.00014900000000000031,0.022175893448771265,0.0015,10.312999999999999,1.668969230230829,10.25,0
-0.0005849999999999998,0.01931179697782065,-0.0004,15.268000000000002,2.1765252839233886,15.1,0
5.4499999999999685e-05,0.014806167387732994,0.0015,21.58,2.700307073548727,21.45,0
0.0005754999999999998,0.013105756522234814,0.0011,28.7675,2.8473727200763808,28.6,0
-0.00014699999999999997,0.01105337852805295,0.0007,36.060500000000005,2.671643340849133,36.1,0
-0.000189,0.004704523536825245,0.0007,43.577999999999996,3.054268945913221,43.75,0
8.000000000000003e-06,0.0030422380019159436,0.0007,51.1325,2.988099301761226,50.9,0
-2.299999999999999e-05,0.0023745871897254134,0.0007,59.676,3.478566677620721,59.7,0
-2.25e-05,0.002805261343623826,0.0,67.37899999999999,2.2579082684519562,67.85,0
0.000106,0.002521458459665577,0.0,70.82700000000001,0.5726347463818611,71.1,0
3.500000000000003e-05,0.0019479598914488628,0.0,71.16250000000002,0.10677431230799013,71.2,0
4.8e-05,0.001861645676039233,0.0007,70.87749999999998,0.10864052567571354,70.8,0
0.00010899999999999998,0.002032578628097075,0.0,70.775,0.06240570776626902,70.8,0
9.100000000000002e-05,0.0018149072819874444,0.0,70.67000000000002,0.045940752756343205,70.7,0
0.00015950000000000006,0.0028804155461656833,0.0,70.58500000000001,0.035796746153466716,70.6,0
0.00010349999999999998,0.002205871049138443,0.0,70.49,0.05398678416354581,70.5,0
0.00013150000000000003,0.002237563676419099,0.0,70.40499999999999,0.021849186132973347,70.4,0
0.0002384999999999999,0.005564132059709716,0.0,70.142,0.3330021805653951,70.25,0
8.000000000000022e-06,0.00570633395764574,-0.0008,67.6975,1.6668942474436723,67.9,0
-0.00018150000000000007,0.006941095141171455,-0.00115,61.866499999999995,2.821174022339212,62.05,0
0.000212,0.008059275127323145,-0.0008,54.2855,2.9115503390606903,54.25,0
0.0005654999999999999,0.01209826017434867,-0.0008,46.29950000000001,3.3445748090402074,46.349999999999994,0
0.000611,0.013227695895108395,0.0007,37.2975,3.472916569324326,37.2,0
0.00034149999999999984,0.01484970357384806,-0.0015,29.153499999999998,2.848253939260431,29.05,0
0.00013499999999999995,0.013911940390439278,0.0,22.4615,2.2666841498488224,22.3,0
0.0012214999999999995,0.0215672790443506,0.0,17.185,1.8827636588204242,17.15,0
0.0004794999999999998,0.028743386038439758,-0.0004,12.411499999999998,1.7966237878798883,12.350000000000001,0
9.34999999999997e-05,0.050055811140111116,-0.00265,7.983,1.6448827301603903,8.05,0
0.0014649999999999997,0.057669337933501916,0.00035,3.815,1.5791273590437216,3.8,0
0.0001339999999999994,0.06681935479241305,0.003,0.308,1.049448766528332,0.1,0
-0.0020895,0.07292476497378932,-0.0022500000000000003,-1.382,0.2993728788701725,-1.5,0
0.0023144999999999997,0.0890354694142682,0.0045,-1.5975,0.015651673213169886,-1.6,0
-0.0009820000000000009,0.06634163427434504,-0.003,-1.5325,0.06868287037840727,-1.5,0
0.00010049999999999934,0.05143938082098414,0.0007,-1.2795,0.1777292560109647,-1.3,0
-0.0004819999999999996,0.050321781411453534,0.0022500000000000003,-0.4795,0.4579062575500771,-0.55,0
0.0014739999999999994,0.047357311990810606,-0.0004,0.7725,0.5429250297598175,0.7,0
0.00019500000000000019,0.03926203653101574,0.0015,2.745,0.9500991749344143,2.75,0
0.0005445,0.029995722806483868,0.003,5.181500000000001,0.9465662620451939,5.1,0
0.0011575000000000001,0.028709208225492267,-0.00115,7.9725,1.2307997767517913,8.0,0
6.100000000000008e-05,0.02029638626646101,-0.0008,11.503499999999999,1.4995603208203712,11.649999999999999,0
0.0007185,0.021549918857476452,-0.0008,15.64,1.7307447492148218,15.55,0
0.00040199999999999974,0.019695552032102236,0.0007,20.586499999999997,2.113932663670407,20.35,0
-2.1500000000000096e-05,0.010696046691377177,-0.0008,26.598,2.5678131399321167,26.35,0
0.00015799999999999994,0.00924756309065139,-0.0008,33.468,2.697360705183745,33.3,0
-5.9500000000000145e-05,0.010115504282260088,0.0007,40.8935,2.9547521981993374,40.95,0
0.0001435,0.005677873633234083,0.0015,48.580499999999994,2.890944056478514,48.75,0
0.00011049999999999999,0.003343085529009295,0.0007,55.591499999999996,2.6283490719881764,55.55,0
5.3999999999999984e-05,0.0027637611834955976,0.0,61.8885,2.1183376790807134,62.1,0
1.0999999999999976e-05,0.0025699811312683567,0.0007,65.9145,0.9991653552016204,66.1,0
0.000164,0.0023002958079386426,0.0007,66.7805,0.17613879292154877,66.7,0
0.00018099999999999998,0.0023776469513209116,0.0,66.565,0.04781665150137303,66.6,0
0.00019449999999999998,0.0024795889896894094,0.0007,66.4925,0.026405230180864606,66.5,0
6.5e-05,0.002560695375092496,0.0,66.41999999999999,0.04010037656936463,66.4,0
0.00014299999999999998,0.002099593404045543,0.0007,66.37999999999998,0.040100376569370266,66.4,0
-9.999999999999767e-07,0.0017679443248242816,0.0,66.31999999999998,0.040100376569370336,66.3,0
6.349999999999998e-05,0.00240823915530533,0.0,66.28249999999998,0.03809205986981357,66.3,0
0.0004755,0.00521308266810748,0.0,66.28999999999999,0.030075282427023373,66.3,0
0.00015199999999999998,0.006517313316415109,-0.0008,65.8585,0.47492686556794217,66.05,0
0.0004179999999999999,0.006335746556019309,-0.0004,62.9715,1.812030635813211,63.2,0
8.250000000000004e-05,0.0071894006117185355,-0.0008,57.166000000000004,2.687948910737269,57.349999999999994,0
-0.00026600000000000007,0.014851842651696574,-0.0015,49.298,3.276119778643648,49.3,0
0.0010455,0.020632831809823445,-0.00265,40.827,3.27735814062326,40.849999999999994,0
-0.0004800000000000002,0.021841049821069315,-0.00115,32.365,3.2186290349031546,32.3,0
0.0008424999999999996,0.018951642873058238,0.0,24.144000000000002,3.1074661267089008,24.05,0
0.0009149999999999997,0.021662564680635425,-0.0008,17.086499999999997,2.3284708787454953,17.0,0
4.600000000000007e-05,0.0324807818555796,-0.0008,11.861500000000001,1.7495061040305624,11.850000000000001,0
0.0009010000000000003,0.04117289320260803,0.0007,7.477,1.6948550582104964,7.5,0
0.0025830000000000002,0.0739817729215995,-0.0008,3.0855,1.5748780761614125,2.8499999999999996,0
0.0012099999999999988,0.08824760050548046,0.0071,-0.47100000000000003,1.1235975065760526,-0.7,0
-0.001648000000000001,0.08305979801463012,-0.00115,-1.9489999999999998,0.16288541460627282,-2.0,0
0.0009314999999999998,0.06801819116528302,0.0011,-1.7725,0.15366134531893885,-1.8,0
-0.0010555000000000015,0.05534082311699324,-0.0038,-1.47,0.08739674453189834,-1.5,0
0.0010295,0.04787767473930006,-0.0046,-1.2000000000000002,0.15691754388177703,-1.2,0
0.0024360000000000007,0.05578751867757704,-0.00605,-0.5415,0.38636009188710874,-0.5,0
-0.0013195000000000001,0.04360414633539098,-0.0034000000000000002,0.826,0.6459957838591669,0.8500000000000001,0
0.0011379999999999997,0.030470566669588372,0.0015,2.4154999999999998,0.5700301940340986,2.4,0
-0.0004220000000000002,0.031439529833967056,-0.0019,3.9245,0.6414883369416474,3.8499999999999996,0
0.000445,0.03427063842841942,-0.0008,5.7330000000000005,0.7732402618284715,5.6,0
0.002057,0.026767368399887134,0.00185,8.061,1.1202920473505038,7.85,0
0.0005594999999999999,0.02498839951460492,0.0,11.8055,1.6956698473334313,11.8,0
0.0004949999999999997,0.020531543938106838,0.0015,16.348499999999998,1.8099384342232179,16.25,0
0.0002915,0.012770359751821982,-0.0008,21.629499999999997,2.2688362301400202,21.5,0
-0.0007000000000000002,0.017439258547698275,0.0,27.651999999999997,2.328649618389621,27.7,0
0.00031000000000000005,0.012928496824873095,0.0,33.49,2.2777490431383316,33.4,0
9.350000000000001e-05,0.008287340211970598,0.0007,39.618,2.4817071446403167,39.55,0
0.0003534999999999999,0.005627488863118489,0.0007,46.312,2.665743223694542,46.3,0
0.00019349999999999996,0.00314872675072858,0.0007,53.348,2.733634905943911,53.349999999999994,0
0.00018399999999999997,0.0028971557703701308,0.00035,59.928999999999995,2.3049780081576614,60.05,0
0.00017699999999999997,0.0030774705726664786,0.0,64.53,1.2290045814831339,64.8,0
0.00010899999999999999,0.0028808707156694844,0.00035,66.62100000000001,0.43980237681629997,66.8,0
0.00011799999999999997,0.0029473053871674286,0.0007,66.7945,0.11996544728676672,66.8,0
0.00020700000000000004,0.0022189569282088924,0.0,66.70500000000001,0.08667504147141106,66.7,0
7.999999999999995e-05,0.002620023399335457,0.0007,66.60500000000002,0.0218491861329764,66.6,0
0.000125,0.002731332253570956,0.0007,66.60000000000002,2.279442501808651e-13,66.6,0
0.00015599999999999997,0.0023486046322429336,0.0,66.56500000000001,0.04781665150137304,66.6,0
0.00027649999999999994,0.004151768739747158,0.0,66.58000000000001,0.040100376569364576,66.6,0
0.00023199999999999997,0.00524004449710671,0.0,65.8945,0.6363524749396423,66.1,0
4.049999999999998e-05,0.005663194204065829,-0.0008,62.824,1.8235819850726225,63.05,0
-0.00034600000000000006,0.010013171426179137,-0.0015,57.0275,2.586278782285176,57.1,0
0.00013049999999999992,0.009221262285647416,-0.00115,49.5065,3.166407813629043,49.5,0
0.0002829999999999999,0.009944843415195826,-0.0015,41.430499999999995,3.007514834109209,41.349999999999994,0
8.499999999999793e-06,0.014890979960058176,-0.0023,33.72,3.0106177265600143,33.7,0
0.0005070000000000001,0.01618890838734562,0.0015,26.1235,2.8316761288135432,26.1,0
0.00032149999999999985,0.018786948526161005,-0.0008,19.676499999999997,2.079258118081553,19.55,0
0.00013099999999999988,0.023631584754094458,-0.0015,14.694,1.8380850861479718,14.649999999999999,0
-3.100000000000033e-05,0.026102161850435526,0.0007,10.359000000000002,1.5201557047994037,10.3,0
0.0020369999999999997,0.05213123304019823,0.0022500000000000003,6.785999999999999,1.2527373043734444,6.8,0
-0.00149,0.07098565217049396,-0.0019,3.5195,1.264779858494064,3.5,0
0.0010130000000000002,0.0573122570226049,0.00935,0.4000000000000001,1.070715723618562,0.3,0
0.0029684999999999994,0.087472260974264,0.003,-1.605,0.524452334589409,-1.65,0
0.0009765000000000008,0.09172314031966253,-0.00115,-2.3040000000000003,0.08730469948842276,-2.3,0
0.0007575000000000009,0.103691353679511,0.00185,-2.0305,0.15793819158711767,-2.0,0
-0.003843000000000001,0.072990699145912,-0.0087,-1.595,0.28065787753260285,-1.7,0
0.0008279999999999999,0.06753831978363085,-0.0079,-0.6205,0.43851021200212753,-0.6,0
-3.400000000000014e-05,0.05071973483278021,-0.0046,0.8959999999999999,0.7687907361433924,0.9,0
0.0018354999999999995,0.05789849973104249,-0.00115,3.1195,0.9074065700759967,3.1,0
-8.949999999999972e-05,0.04414941669743348,-0.0019,5.756,1.1815856818775736,5.6,0
0.0004744999999999994,0.05577853011562152,-0.0015,9.0715,1.373707798470217,9.0,0
0.0010030000000000006,0.04213439720870235,0.0037,13.05,1.644573840111136,13.05,0
-5.7500000000000124e-05,0.04148510471623017,-0.0034000000000000002,17.4105,1.7651112823830624,17.25,0
0.00025100000000000003,0.02289073673215224,0.00035,22.416000000000004,2.133448384669816,22.3,0
0.0009660000000000001,0.01455664879430025,0.0015,28.178,2.3030929607659454,28.15,0
0.000276,0.009921770590892106,-0.0008,33.9105,2.067659505127895,33.9,0
-1.5999999999999955e-05,0.008995813878503905,0.0007,39.162000000000006,1.993016954999273,39.150000000000006,0
0.00022200000000000006,0.006427548748517812,-0.0008,44.22,1.9139267430832996,44.2,0
0.0003895,0.005277994494066567,0.0,48.977000000000004,1.7784220322024566,48.95,0
0.00018149999999999997,0.004312714374542083,0.0007,53.5735,1.7206834419897477,53.6,0
0.00015599999999999997,0.002876060258941963,0.0007,57.8225,1.5109794986121183,57.95,0
-0.0002445000000000001,0.0037529847083495457,0.00035,61.292,1.2092341527516104,61.349999999999994,0
-0.00043600000000000014,0.003653593811399055,0.0,64.34450000000001,1.1467541039274163,64.4,0
-4.750000000000004e-05,0.0032433455259970423,0.0,66.3145,0.34105916903657507,66.5,0
0.00044399999999999995,0.0025047420352835898,0.0007,66.3775,0.11092915028030093,66.3,0
-9.149999999999999e-05,0.002390491581244326,0.0,66.105,0.1380954443810286,66.1,0
-0.0012125,0.004965599626252728,-0.0015,4.986000000000001,5.544865341763625,3.6500000000000004,1
0.0008309999999999999,0.006939113450390252,-0.0004,31.255,14.075117036742176,31.85,1
9.599999999999998e-05,0.005594216683460481,0.0,52.054,4.235300799745112,53.349999999999994,1
0.0037149999999999996,0.015644758462075515,0.0015,26.379499999999997,16.478727866875914,26.15,1
-0.0007240000000000003,0.0306739822968872,-0.00265,1.605,3.792332253323539,2.3499999999999996,1
0.001419,0.03068612439117644,-0.0015,6.969000000000001,1.7812081609297719,7.7,1
-0.0001570000000000004,0.019700770359653934,0.0015,6.0805,1.517691234545778,5.95,1
0.00036700000000000036,0.015698359898969942,0.0007,0.7534999999999998,2.4666188992160603,0.55,1
-0.0009769999999999996,0.010262532282249884,-0.0008,1.162,3.668397703159067,-0.2,1
0.0005319999999999999,0.010389518103943068,0.0015,22.589499999999997,13.768292163354083,20.25,1
-0.0013505000000000001,0.007639516398570011,-0.0008,51.2065,6.321758529438036,53.8,1
0.00021299999999999992,0.0143104323263427,0.0007,33.103,17.280333929166922,35.05,1
-9.99999999999987e-06,0.03364708802650412,-0.00115,2.609,5.162915599488065,2.1500000000000004,1
0.0007405000000000002,0.030458381024327536,-0.0046,6.6545000000000005,2.098618772852479,7.7,1
-0.0028144999999999997,0.019433035121156458,-0.0046,6.2475,1.6369765456643763,6.05,1
0.0005445,0.014872985518758689,0.0011,1.2315,2.2492338729165935,1.05,1
-0.0011695,0.009171554218556399,0.00035,1.5430000000000001,3.7679888134776176,-0.1,1
0.0013724999999999998,0.009627545998840985,0.0007,25.689,15.15389659162117,24.5,1
-0.0013585,0.006199037674546936,-0.0008,52.87299999999999,5.248390133648111,54.5,1
-0.00044050000000000014,0.009250218508895429,0.0,30.268,17.552244369654275,31.3,1
4.449999999999996e-05,0.026482431262591612,-0.0008,0.8895000000000001,4.93081172540149,1.2000000000000002,1
0.0011964999999999999,0.03452988564654998,-0.0015,6.543499999999999,2.336741223956707,7.75,1
-0.0024835,0.012784392091757,-0.0015,6.716499999999999,1.2368210791822511,6.55,1
0.0011355,0.01203300276438255,0.0007,2.1945,2.158870854598342,1.8,1
-0.0008865000000000002,0.008254943257888255,-0.0015,1.4525,2.7353067956504717,0.05,1
0.00017249999999999959,0.00925431822334279,0.0007,19.355,12.574500599492335,15.8,1
-0.00015300000000000006,0.008669022479712974,-0.0004,50.460499999999996,8.492881426502024,54.7,1
-0.000424,0.006723836246470222,-0.0008,39.3055,16.05839906881338,43.15,1
-0.0008659999999999996,0.026163912082817174,-0.0019,3.9475,8.220142789966438,1.7,1
-0.00032050000000000026,0.04104796470939723,-0.0015,7.292999999999999,3.4363781038124706,8.7,1
0.0002954999999999994,0.03016759101233369,-0.003,7.5275,2.233435677297001,8.1,1
0.0006265,0.011548832208361344,0.0007,0.5174999999999997,2.8495867195721236,0.35,1
-0.0017254999999999998,0.006032724806666125,-0.0019,-3.0444999999999998,1.5215602115548812,-3.5,1
-0.0008779999999999999,0.007998198038264398,-0.0015,6.97,6.783181981116586,5.95,1
0.0008109999999999999,0.011392436837017227,0.0011,34.661500000000004,13.360579823349,36.05,1
0.0004369999999999999,0.008896864729220645,0.0,49.1625,5.704255992867151,51.25,1
-0.00056,0.020277940585075673,0.0,19.851000000000003,15.509747267493033,19.049999999999997,1
0.0007060000000000002,0.028299929221993633,0.0022,0.731,3.507857511588525,1.2999999999999998,1
-0.00015450000000000001,0.00646029074675926,0.0,17.0,0.0,17.0,2
0.0005314999999999999,0.007843581234545519,0.0007,17.0,0.0,17.0,2
-1.0499999999999954e-05,0.007483982208590054,0.0,17.0525,0.050062774663768406,17.1,2
0.000356,0.006824274143668302,0.0007,17.03,0.05581736189974696,17.0,2
0.0004755,0.009178807235218885,-0.0008,16.8025,0.1528415936969348,16.8,2
-3.900000000000011e-05,0.009083331633703527,-0.0015,16.177500000000002,0.30365238986272874,16.15,2
0.00042099999999999993,0.009635109531208864,0.0007,15.495999999999999,0.3378679829006394,15.6,2
0.00015700000000000005,0.0074994305311441665,-0.0004,14.669499999999998,0.22865072879589574,14.6,2
6.649999999999995e-05,0.007336446345123392,-0.0004,14.6775,0.06530754456327721,14.7,2
0.00013300000000000003,0.004447223853147041,0.0007,14.367000000000003,0.2789265136196272,14.4,2
0.00018249999999999996,0.003977113388441749,0.00035,15.2275,0.779185085191526,15.2,2
0.000223,0.004374959698306837,0.0,18.026999999999997,1.3895413364229723,18.0,2
7.249999999999989e-05,0.0038555310071031286,-0.0004,23.9575,3.281215571726537,23.8,2
0.00013299999999999998,0.004089158481329275,-0.0004,33.325,3.82249030879138,33.349999999999994,2
0.00018550000000000004,0.006415468097069973,0.0,43.396499999999996,3.9506933110773024,43.45,2
0.00028649999999999997,0.008585049980392027,-0.0008,53.10799999999999,3.4289099019335425,53.349999999999994,2
-9.250000000000005e-05,0.008488821721599852,-0.0008,60.686499999999995,2.4949129651187403,60.8,2
0.000189,0.008588690647309168,-0.0008,67.294,2.805014175118028,67.05,2
0.0002295,0.009223564956268948,-0.0008,75.163,3.098310611158294,75.25,2
-9.550000000000003e-05,0.008878075855979302,-0.0008,82.3975,2.430758458468689,82.6,2
-1.9500000000000074e-05,0.012418707308171418,-0.0008,87.3875,1.5588275938463119,87.4,2
0.00042149999999999995,0.013593779531822595,-0.0008,91.957,1.9932678151504308,91.9,2
0.00026449999999999987,0.016858008542234473,-0.0023,96.58349999999999,1.5185214145451358,96.65,2
0.0001555000000000001,0.014942639732015353,-0.0015,99.6675,0.7567410621711208,100.05,2
0.0003354999999999999,0.015104979037011036,0.003,100.42399999999998,0.16110173445441614,100.4,2
-0.00017500000000000003,0.019847202124249255,0.0007,101.05099999999999,0.24962081796961383,101.2,2
-0.0010655,0.0202816316568297,-0.0008,101.99449999999999,0.7384757832265466,101.7,2
0.0005505,0.022773216653201814,0.003,103.79,0.5120654794812697,103.9,2
-0.00023400000000000024,0.020783747612596725,0.0007,104.64899999999997,0.17363683003245012,104.7,2
0.00028299999999999983,0.011947279962086022,0.0007,104.2925,0.6920900905715496,104.7,2
-0.0001575,0.011185653219177609,-0.0008,100.1325,2.489696102623187,100.25,2
0.0001955000000000001,0.011239298863573456,0.0,93.07599999999998,2.9487283691406496,93.2,2
8.750000000000003e-05,0.009027333910833716,0.0,84.3565,3.7573188545656295,84.45,2
0.00017199999999999995,0.007289568233107201,0.0007,74.514,3.7597850895493994,74.45,2
8.05e-05,0.007359543747465206,0.0,65.1075,3.4073219637750882,64.95,2
0.00031099999999999997,0.006396699761532972,0.0,56.2935,3.4438945685074294,56.25,2
5.300000000000006e-05,0.0061893238441885715,-0.0008,48.2475,2.921776452467052,48.45,2
0.00034050000000000004,0.005317290441398792,0.0,40.653,2.803585464594655,40.55,2
0.00025,0.004492707659146406,-0.0004,33.9795,2.3589942814895726,33.95,2
0.0001715,0.004194389378837703,0.0,27.464499999999997,2.626725754804786,27.4,2
0.00012299999999999998,0.003720265160485419,-0.0004,22.044,1.5349411132370934,21.95,2
0.00016999999999999999,0.005039492277210105,-0.0008,18.244,1.6372129768781742,18.45,2
0.00018999999999999996,0.006661265819013513,0.0,13.347000000000001,1.9571261363458003,13.149999999999999,2
0.00023050000000000002,0.006991496611911634,0.0,9.8855,0.7205802728691926,9.75,2
0.00017999999999999998,0.00738932409309294,-0.0004,8.283999999999999,0.5712051968289694,8.2,2
0.00024349999999999987,0.008415531092440875,0.0007,7.1495,0.3868436246724879,7.15,2
0.00029399999999999994,0.008670307674810591,0.0,6.5840000000000005,0.08935278170258569,6.6,2
0.00024800000000000007,0.006985159861553445,0.00035,6.980999999999999,0.32070744664204215,6.9,2
0.00023950000000000002,0.005856430537726545,0.0,8.2175,0.8527482912566907,7.8,2
0.00015099999999999998,0.00452396177600494,0.0,12.781999999999998,2.6052664096645914,12.649999999999999,2
0.00018199999999999998,0.004005759170577195,-0.0004,20.537999999999997,3.372197291509545,20.4,2
0.0005475,0.004861901291763777,0.0007,30.688999999999997,4.448722813726073,30.55,2
0.0002145,0.0053131334147955575,0.0,43.716499999999996,5.57437404377384,43.650000000000006,2
0.0003005,0.007380399803281758,0.0007,57.55299999999999,5.033225386265226,57.650000000000006,2
-0.00020350000000000007,0.007255317769033158,-0.0008,69.68,4.263506472046916,69.85,2
-0.00029400000000000004,0.009175949774892882,0.0,79.0315,2.994342697647476,79.2,2
0.00024299999999999994,0.012060519543464591,0.0007,85.8665,2.3021352880363266,86.0,2
0.00025849999999999994,0.008759071550233538,-0.0008,91.22849999999998,1.8859804775789824,91.3,2
2.949999999999998e-05,0.01590339490794308,0.0011,95.45349999999999,1.3547933699929633,95.5,2
3.500000000000003e-05,0.016251657047326576,-0.0008,98.95649999999999,1.4797316577320618,98.85,2
5.699999999999976e-05,0.01900961806282474,0.0015,102.48850000000002,1.0815574801713381,102.7,2
-0.00010849999999999998,0.02010293805247652,0.0026,104.02900000000001,0.23651362216019722,104.1,2
0.0007510000000000001,0.012519391953061131,0.0007,103.741,0.24905651111473404,103.8,2
-0.00025650000000000005,0.013626867406951357,0.0011,101.33,1.7172491734218691,101.5,2
0.0005985,0.013617046948143335,-0.0008,97.3415,1.2236479565659557,97.2,2
-4.199999999999988e-05,0.009478583953779394,0.0,94.22150000000002,1.35353167305008,94.4,2
0.0003675,0.00792825833022321,0.0007,89.3855,2.380097491774603,89.45,2
0.0003724999999999999,0.007779097992562467,0.0015,82.2395,3.0673167279476936,82.25,2
0.00010349999999999998,0.007221912339484329,0.0007,74.016,3.308515585105261,74.15,2
-1.799999999999996e-05,0.006252129365907281,-0.0015,66.021,2.8513523195584343,66.05,2
0.000363,0.005812612434747642,0.0015,58.2845,3.171387431583539,58.25,2
2.550000000000007e-05,0.004711132944217392,0.0007,50.096000000000004,3.0802310165924065,50.05,2
0.00023,0.003996015603512778,0.0007,42.26,2.9055829123089056,42.150000000000006,2
0.00018549999999999998,0.00397986638370697,0.0007,35.5665,2.28352802725438,35.55,2
0.0002765,0.0032994285709001692,0.0007,30.363000000000003,1.733509815780411,30.25,2
